"id","type","description","name"
"txcd_20090001","services","A charge to perform an alteration on a item of clothing by the vendor of the article. The alteration is separately stated from the clothing, but contracted for at the time of the clothing purchase. Alterations could include hemming of a dress, shortening of pants, adjusting the waistline of a garment, etc.","Garment Alterations - in conjunction with purchase of garment"
"txcd_20090002","services","A charge to perform an alteration on a item of clothing by a service provider other than vendor of the article. The alteration is not linked to the clothing purchase. Alterations could include hemming of a dress, shortening of pants, adjusting the waistline of a garment, etc.","Garment Alterations - separate from purchase of garment"
"txcd_20090003","services","A charge to have files or documents shredded either onsite or offsite.","Shredding Service"
"txcd_20090004","services","A charge to a non-commercial customer for the cleaning or renovating clothing by immersion and agitation, spraying, vaporization, or immersion only, in a volatile, commercially moisture-free solvent or by the use of a volatile or inflammable product. This does not include the use of a self-service coin (or credit card) operated cleaning machine.","Dry Cleaning"
"txcd_20090006","services","A charge to create a finished good from materials supplied by the customer. This is a labor only charge to transform a customer's existing property.","Fabrication"
"txcd_20090010","services","A charge for the wrapping of articles in a box or bag with paper and other decorative additions. The charge is separately stated from the article.  This is not relevant for non-US countries where packaging is added to the price of the product.","Gift Wrapping - in conjunction with purchase of article"
"txcd_20090012","services","A charge to provide laundry services to clothing. The business customer is the owner of the items being cleaned.","Linen Services - Laundry only"
"txcd_20090015","services","A charge separately stated from the sale of the product itself that entitles the purchaser to future repair and labor services to return the defective item of tangible personal property to its original state. The warranty contract is mandatory and is required to be purchased on conjunction with the purchased tangible personal property. Motor vehicle warranties are excluded.","Warranty - Mandatory"
"txcd_20090018","services","A charge separately stated from the sale of the product itself that entitles the purchaser to future repair and labor services to return the defective item of tangible personal property to its original state. The warranty contract is optional to the purchaser. Motor vehicle warranties are excluded.","Warranty - Optional"
"txcd_20090022","services","A charge separately stated from the sale of the product itself to bring the article to its finished state and in the condition specified by the buyer.","Assembly - in conjunction with final purchase of article"
"txcd_20090023","services","A charge to assemble goods for a purchaser who will later sell the assembled goods to end consumers.","Assembly - prior to final purchase of article"
"txcd_20090024","services","A charge to a non-commercial customer for the cleaning or renovating items other than clothing by immersion and agitation, spraying, vaporization, or immersion only, in a volatile, commercially moisture-free solvent or by the use of a volatile or inflammable product. This does not include the use of a self-service coin (or credit card) operated cleaning machine.","Dry Cleaning - other than clothing"
"txcd_20090025","services","A charge for the wrapping of articles in a box or bag with paper and other decorative additions. The wrapping not linked the purchased of the article(s) and is performed by a party other vendor of the article(s).","Gift Wrapping - separate from purchase of article"
"txcd_20090026","services","A charge to provide laundry services to linens and the like. This charge is not for clothing items. The business customer is the owner of the items being cleaned.","Linen Services - Laundry only - other than clothing"
"txcd_20090027","services","A charge to make customer provided meat suitable for human consumption, typically referred to a butcher or slaughter services.","Meat Processing"
"txcd_20090028","physical","A charge for the printing, imprinting, lithographing, mimeographing, photocopying, and similar reproductions of various articles including mailers, catalogs, letterhead, envelopes, business cards, presentation folders, forms, signage, etc. The end result is the transfer of tangible personal property to the customer.","Printing"
"txcd_20090029","services","A charge for the printing, imprinting, or lithographing on any article supplied by the customer. The customer owns the article throughout the process. This a labor charge, with any non-separately stated property transferred in performing the service considered inconsequential.","Printing - customer supplied articles"
"txcd_20090030","services","A charge to preserve an animal's body via mounting or stuffing, for the purpose of display or study. The customer provide the animal. This a labor charge, with any non-separately stated property transferred in performing the service considered inconsequential.","Taxidermy Services"
"txcd_20090031","services","A charge for engraving services performed on goods owned by the purchaser.  This is a standalone service not done in conjunction with the sale of the goods.","Engraving Services -  separate from purchase of article"
"txcd_20090032","services","A charge for engraving a good, such as jewelry, in conjunction with the retail purchase of that item. The charge for the engraving services is separately stated from the charge for the good being engraved.","Engraving Services - in conjunction with purchase of article"
"txcd_20091000","services","An agreement between a service contract provider and a customer where the service provider agrees to repair or replace certain parts on a motor vehicle that has had a failure after the original manufacturer’s warranty has expired. Commonly referred to as extended warranty or protection plan. Contract covers both parts and labor, and is made at the same time as Motor Vehicle purchase but is separately stated.","Optional Extended Warranty Contract on Motor Vehicle"
"txcd_20091001","services","An agreement between a service contract provider and a customer for prepaid routine maintenance (e.g. oil changes, tire rotations, air filter, spark plugs, transmission and transfer case fluid changes) for a motor vehicle. Contract covers both parts and labor and is made at the same time as Motor Vehicle purchase but is separately stated.","Optional Maintenance Contract on Motor Vehicle"
"txcd_20091002","services","An agreement between a service contract provider and a customer for prepaid routine maintenance (e.g. oil changes, tire rotations, air filter, spark plugs, transmission and transfer case fluid changes) of a leased motor vehicle. Contract covers both parts and labor.","Optional Extended Warranty Contract on Leased Motor Vehicle"
"txcd_20091003","services","An agreement between a service contract provider and a customer where the service provider agrees to repair or replace certain parts on a leased motor vehicle that has had a failure after the original manufacturer’s warranty has expired. Commonly referred to as extended warranty or protection plan. Contract covers both parts and labor.","Optional Maintenance Contract on Leased Motor Vehicle"
"txcd_20091004","services","An agreement between a service contract provider and a customer where the service provider agrees to repair or replace certain parts on a motor vehicle that has had a failure after the original manufacturer’s warranty has expired. Commonly referred to as extended warranty or protection plan. Contract covers both parts and labor and is made after the motor vehicle purchase.","Optional Extended Warranty Contract on Motor Vehicle - After Market"
"txcd_20091005","services","An agreement between a service contract provider and a customer for prepaid routine maintenance (e.g. oil changes, tire rotations, air filter, spark plugs, transmission and transfer case fluid changes) of a motor vehicle. Contract covers both parts and labor and is made after the motor vehicle purchase.","Optional Maintenance Contract on Motor Vehicle - After Market"
"txcd_20100001","services","Services under armed private security guard to transport from one place to another any currency, jewels, stocks, bonds, paintings, or other valuables of any kind in a specially equipped motor vehicle that offers a high degree of security.  It is assumed that the transport takes place within one country.","Armored Car Services"
"txcd_30011000","physical","Apparel and footwear for people made for general use.","Clothing & Footwear"
"txcd_30011002","physical","The clasp used to fasten a belt, sold separately from the belt.","Belt Buckle"
"txcd_30011003","physical","A belt is band of flexible material worn around a person's waist for supporting clothing.  Suspenders are a pair of straps that pass over the shoulders and fasten to the waistband of a pair of trousers or a skirt at the front and back to hold it up.","Belts or Suspenders"
"txcd_30011015","physical","A closed tube of fabric worn about the neck for warmth. It can be pulled over mouth and nose to protect against wind, dust, or other particles.","Neck Gaiter"
"txcd_30011020","physical","A set of standardized clothes worn primarily during attendnce at an educational institution.","School Uniforms"
"txcd_30011028","physical","Clothing or footwear, such as coats, hats, ear muffs, gloves, etc. worn on the human body made of imitation fur materials.","Fur Clothing - Synthetic"
"txcd_30011034","physical","A broad strip of cloth that covers the shoulders, neck, or head for warmth or appearance.","Scarves"
"txcd_30011045","physical","A necktie, or simply a tie, is a piece of cloth worn by men and women for decorative purposes around the neck, resting under the shirt collar and knotted at the throat, and often draped down the chest.","Neckties"
"txcd_30011100","physical","Clothing designed for, and not normally worn except while attending, a formal function, including tuxedos, bridal gowns, and evening gowns.","Formal or Special Occasion Wear"
"txcd_30011200","physical","Children's clothing and footwear including general purpose articles intended to be worn by a person based on certain size or age requirements.","Children's clothing and footwear"
"txcd_30011201","physical","Clothing or footwear, such as coats, hats, ear muffs, gloves, etc. worn on the human body made of the real pelt of an animal.","Fur Clothing"
"txcd_30021000","physical","Clothing, footwear, and accessories worn on a person's body while participating in recreational or sporting activities, and which are not typical for everyday usage.  Please select a more granular product tax category where appropriate.","Athletic Activity Clothing"
"txcd_30021001","physical","A band of absorbent material worn around the head or wrist to soak up sweat, especially by participants in physical activity.","Sweat Bands"
"txcd_30021200","physical","Bathing suits, swim trunks, or bathing costumes meant to be worn in or near water.","Swimsuits"
"txcd_30030001","physical","Clothing worn while performing an employment role, such as paramedic uniforms, firefighter uniforms, military uniforms, medical attire, law enforcement attire, etc.","Occupational Uniforms"
"txcd_30031004","physical","Clothing and related covering material that is worn within cleanrooms, which require controlled low levels of environmental contaminants such as dusts, microbes, vapors, and aerosol particles.","Cleanroom Apparel"
"txcd_30031041","physical","High-visibility warning clothing to signal the presence of the user in places and situations which may cause potential threats to their health and safety.","Reflective Apparel"
"txcd_30031404","physical","Clothing for human wear and designed as protection of the wearer against injury or disease or as protections against damage or injury of other persons or property but not suitable for general use.","Protective/Safety Clothing"
"txcd_30031405","physical","Clothing worn by an employee during the course of employment for protection against injury or disease or as protection against damage or injury of other persons or property.  Such clothing items are not suitable for general use.","Protective/Safety Clothing - Occupational Use"
"txcd_30031406","physical","Footwear for human wear and designed as protection of the wearer against injury or disease or as protections against damage or injury of other persons or property but not suitable for general use.","Protective/Safety Footwear"
"txcd_30031407","physical","Footwear worn by an employee during the course of employment for protection against injury or disease or as protection against damage or injury of other persons or property.  Such clothing items are not suitable for general use.","Protective/Safety Footwear - Occupational Use"
"txcd_30031408","physical","Equipment type accessories (such as helmets, eyeshields, facemasks, pads, etc) for human wear and designed as protection of the wearer against injury or disease or as protections against damage or injury of other persons or property but not suitable for general use.","Protective/Safety Equipment"
"txcd_30031409","physical","Equipment type accessories (such as helmets, eyeshields, facemasks, pads, etc) worn by an employee during the course of employment for protection against injury or disease or as protection against damage or injury of other persons or property.  Such clothing items are not suitable for general use.","Protective/Safety Equipment - Occupational Use"
"txcd_30040003","physical","A reusable mask made of common fabrics worn over the mouth and nose to act as personal protection from airborne particles or pathogens.","Cloth Face Masks"
"txcd_30040005","physical","Masks and accessories sold separately to be worn for costume purposes for seasonal or cultural holidays or celebrations.","Costume Masks and Accessories"
"txcd_30040006","physical","Apparel worn by a person for seasonal or cultural holidays or celebrations, rather than for everday wear.","Costumes"
"txcd_30051302","physical","Gloves for general use (e.g. leather), but not gloves used for sporting (e.g., baseball, football gloves).","Gloves (general use)"
"txcd_30060001","physical","Bags including handbags, purses, coin purses, fanny packs / bum bags, and diaper / nappy bags.","Purses and Handbags"
"txcd_30060004","physical","A small usually square piece of cloth used for usually personal purposes (such as blowing the nose) or as a clothing accessory.","Handkerchiefs"
"txcd_30060005","physical","Hair notions such as headbands, barrettes, bows, clips, and pins.","Hair Accessories"
"txcd_30060006","physical","A shaped covering for the head worn for warmth, as a fashion item, or as part of a uniform.","Hats"
"txcd_30060007","physical","Jewelry such as necklaces, earrings, rings, and more.","Jewelry"
"txcd_30060010","physical","Articles, although worn on the body, which are not considered clothing or footwear.  Examples include armbands, pocket protectors, shoulder boards, sleep masks, etc.  Please select a more granular product tax category where appropriate.","Non-Clothing Accessories"
"txcd_30060011","physical","A plastic cap worn in the shower to keep the hair dry.","Shower Caps"
"txcd_30060013","physical","Umbrellas.","Umbrellas"
"txcd_30060014","physical","Wigs, Hairpieces, Hair extensions.","Wigs, Hairpieces, Hair extensions"
"txcd_30060015","physical","Suitcases and baggage typically used for transporting travellers' belongings.","Luggage"
"txcd_30060016","physical","A small timepiece worn typically on a strap on one's wrist.","Watches"
"txcd_30060017","physical","Sunglasses with a lens containing no lens powers to correct vision problems.","Sunglasses - Non-prescription"
"txcd_30060018","physical","A digital wristwatch that provides many other features besides timekeeping. Like a smartphone, a smartwatch has a touchscreen display, which allows you to perform actions by tapping or swiping on the screen. Smartwatches include allow access to apps, similar to apps for smartphones and tablets.","Watches - Smart"
"txcd_30060019","physical","A flat, rectangular case with a handle, often of leather, for carrying books, papers, etc.","Briefcases"
"txcd_30060020","physical","A piece of clothing, such as a kitchen apron, that you wear over the front of other clothes to keep the clothes clean.","Aprons"
"txcd_30060021","physical","A triangular or square piece of cloth tied around the head, face or neck for protective or decorative purposes.","Bandannas"
"txcd_30060101","physical","A small folding case for carrying paper money, credit cards and other flat objects.","Wallets"
"txcd_30070001","physical","A bicycle helmet that is NOT marketed and labeled as being intended for youth.","Bicycle Helmets - Adult"
"txcd_30070002","physical","A bicycle helmet marketed and labeled as being intended for youth.","Bicycle Helmets - Youth"
"txcd_30070003","physical","Footwear worn exclusively while participating in ballet or tap dancing.","Ballet or Tap Shoes"
"txcd_30070004","physical","Gloves worn by baseball/softball participants while hitting.","Baseball Batting Gloves"
"txcd_30070005","physical","Gloves worn while rolling a bowling ball to the support the muscles in the hand and wrist, and to provide extra padding or grip.","Bowling Gloves"
"txcd_30070006","physical","Footwear uniquely designed to be worn while bowling, having a slick smooth sole meant for gliding.","Bowling Shoes"
"txcd_30070007","physical","A heavily padded mitten worn in boxing.","Boxing Gloves"
"txcd_30070008","physical","Athletic footwear having cleats or spikes to improve traction on various playing field surfaces.","Cleated or Spiked Shoes"
"txcd_30070009","physical","Thin, lightweight gloves designed mainly for wide receivers in football to help with grip while catching.","Football Receiver Gloves"
"txcd_30070010","physical","A glove worn by golfers to give a firm grip on the handle of the golf club.","Golf Gloves"
"txcd_30070011","physical","Footwear designed for golf course play, usually spiked (featuring actual cleats on the outsole) or spikeless (featuring a flat outsole with rubber studs or dimples in place of spikes).","Golf Shoes"
"txcd_30070012","physical","Ice Skates.","Ice Skates"
"txcd_30070013","physical","A inflatable sleeveless jacket worn to keep a person afloat when in danger of drowning.","Life Vests"
"txcd_30070014","physical","Clothing apparel/uniforms that are specific to the training and competition of various martial arts.","Martial Arts Attire"
"txcd_30070015","physical","A helmet designed for used when opertating a motorcycle, atv, snowmobile, etc.","Motorcycle Helmets"
"txcd_30070017","physical","A protective device for the mouth that covers the teeth and gums to prevent and reduce injury to the teeth, arches, lips and gums.","Mouth Guards"
"txcd_30070018","physical","Roller Skates or Roller Blades.","Roller Skates or Roller Blades"
"txcd_30070019","physical","A stiff pad worn typically worn under socks to protect the shins when playing soccer, hockey, and other sports.","Shin Guards"
"txcd_30070020","physical","A hard protective pad for the shoulders used in certain sports, such as ice hockey and football.","Shoulder Pads for Sports"
"txcd_30070021","physical","A rigid padded shoe that extends above the ankle, is secured to the foot, and is locked into position in a ski binding.","Ski Boots"
"txcd_30070022","physical","Athletic uniforms not containing protective padding or gear.","Sport Uniforms"
"txcd_30070023","physical","Flippers on the foot or leg and made from rubber or plastic, to aid movement through the water in water sports.","Swim Fins"
"txcd_30070024","physical","Goggles to protect the eyes from material in the water, while swimming.","Swim Goggles"
"txcd_30070025","physical","A close-fitting garment  covering most of the body worn for warmth in water sports or diving.","Wetsuit"
"txcd_30070026","physical","An elastic support for the male genitals, worn especially in athletic or other strenuous activity.","Athletic Supporter"
"txcd_30070028","physical","Vests designed primarily for wear while hunting, but which are also adaptable to everyday use.","Hunting Vests"
"txcd_30070029","physical","Clothing, footwear, and accessories for wear while hunting, but that are not adaptable to everyday use.","Hunting Activity Clothing"
"txcd_30071000","physical","Protective gear worn about the human body while participating in athletic, recreational, or sporting activities, and which are not typical for everyday usage.   Please select a more granular product tax category where appropriate.","Sports Activities Equipment"
"txcd_30080001","physical","Button covers are clothing accessories that slip over simple buttons for stylistic adornment.","Button Covers"
"txcd_30080002","physical","Items  items used to make or repair clothing, including buttons, clasps, fabric, thread, yarn, snaps, hooks, zippers, sequins, fabric dye, and the like.","Component Clothing Items"
"txcd_30090005","physical","Rubber boots worn over regular footwear to prevent them from wet or soiled.","Overshoes"
"txcd_30090009","physical","Over the counter inserts or insoles for in-shoe foot comfort.","Shoe Inserts"
"txcd_30090010","physical","Shoelaces.","Shoelaces"
"txcd_31020001","physical","A piece of cloth or plastic fastened around a baby's neck to keep their clothes clean while eating.","Bibs"
"txcd_31020002","physical","Blankets made to stretch to tightly around babies, and may have features like velcro or specially designed shapes or flaps to facilitate swaddle wrapping.","Infant Swaddles"
"txcd_31020003","physical","A small lightweight blanket used to wrap an infant, eg. after bathing.","Infant Receiving Blankets"
"txcd_31030001","physical","A skin cream forming a protective barrier to help heal and soothe diaper rash discomfort. These products contain a ""drug facts"" panel or a statement of active ingredients.","Diaper Cream"
"txcd_31030003","physical","Non medicated disposable moistened cleansing wipes. These products do not contain a ""drug facts"" panel or a statement of active ingredients.","Baby Wipes"
"txcd_31031202","physical","Disposable diapers for infants.","Infant Diapers"
"txcd_31031203","physical","Absorbent single use underpants worn by children during potty training as a transition between diapers and cloth underwear.","Disposable Toddler Training Pants"
"txcd_31031204","physical","One time use diaper liners for capturing solid waste for ease of disposal.","Diaper Liners - Single Use"
"txcd_31031205","physical","Infant washable/reusable cloth diapers.","Cloth Diapers"
"txcd_31040001","physical","A bottle with a teat or nipple made for babies to drink from.","Baby Feeding Bottles/Nipples"
"txcd_31040002","physical","A mechanical device that lactating women use to extract milk from their breasts.","Breast Pumps"
"txcd_31070001","physical","A portable seat that can be installed and removed from motor vehicles designed to protect infants and children through a certain age or weight (includes booster seats).","Infant/Child Car Seat"
"txcd_32010001","physical","Devices used by diabetic individuals to monitor sugar levels in the blood, sold without prescription order of a licensed professional (e.g., blood sugar meters, glucose meters or glucometers).  This code is intended for sales directly to end consumers that are NOT healthcare providers.","Blood Glucose Monitoring Devices"
"txcd_32010002","physical","Single use supplies utilized by diabetics to monitor blood sugar or urine, including skin puncture lancets, test strips for blood glucose monitors, visual read test strips, and urine test strips, sold without prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Diabetic Testing Supplies"
"txcd_32010003","physical","Devices used by diabetic individuals to monitor sugar levels in the blood, sold under prescription order of a licensed professional (e.g., blood sugar meters, glucose meters or glucometers).  This code is intended for sales directly to end consumers that are NOT healthcare providers.","Blood Glucose Monitoring Devices with Prescription"
"txcd_32010004","physical","Single use supplies utilized by diabetics to monitor blood sugar or urine, including skin puncture lancets, test strips for blood glucose monitors, visual read test strips, and urine test strips, sold under prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Diabetic Testing Supplies with Prescription"
"txcd_32020001","physical","A substance that can only be obtained via a prescription of a licensed professional. A drug is a compound, substance, or preparation, and any component thereof, not including food or food ingredients, dietary supplements, or alcoholic beverages, that is: recognized in the official United States pharmacopoeia, official homeopathic pharmacopoeia of the United States, or official national formulary, and supplement to any of them; intended for use in the diagnosis, cure, mitigation, treatment, or prevention of disease; or intended to affect the structure or any function of the body. A drug can be intended for internal (ingestible, implant, injectable) or external (topical) application to the human body.  This code is intended for sales directly to end consumers that are NOT healthcare providers.","Prescription Drugs"
"txcd_32020002","physical","The term drug refers to a compound, substance or preparation intended for use in the diagnosis, cure, mitigation, treatment, or prevention of disease. An over-the-counter drug is a substance that contains a label identifying it as a drug and including a ""drug facts"" panel or a statement of active ingredients, that can be obtained without a prescription. A drug can be intended for internal (ingestible, implant, injectable) or external (topical) application to the human body.","Drugs - Over the Counter"
"txcd_32020003","physical","The term drug refers to a compound, substance or preparation intended for use in the diagnosis, cure, mitigation, treatment, or prevention of disease. An over-the-counter drug with prescrption is a substance that contains a label identifying it as a drug and including a ""drug facts"" panel or a statement of active ingredients, that can be obtained without a prescription, but is sold under prescription order of a licensed professional. A drug can be intended for internal (ingestible, implant, injectable) or external (topical) application to the human body. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Over-the-Counter Drugs with Prescription"
"txcd_32020004","physical","Synthetic or animal-based insulin used as an injectible drug for diabetes patients, sold under prescription order of a licensed professional.  This code is intended for sales directly to end consumers that are NOT healthcare providers.","Insulin with Prescription"
"txcd_32020005","physical","Synthetic or animal-based insulin used as an injectible drug for diabetes patients, sold without prescription order of a licensed professional.  This code is intended for sales directly to end consumers that are NOT healthcare providers.","Insulin"
"txcd_32020006","physical","Medical grade oxygen sold under prescription order of a licensed professional.  This code is intended for sales directly to end consumers that are NOT healthcare providers.","Medical Oxygen with Prescription"
"txcd_32020011","physical","Medical grade oxygen sold without prescription order of a licensed professional.  This code is intended for sales directly to end consumers that are NOT healthcare providers.","Medical Oxygen"
"txcd_32030001","physical","Male or female condoms used to prevent pregnancy or exposure to sexually transmitted diseases.","Condoms"
"txcd_32030002","physical","Male or female condoms and vaginal sponges used to prevent pregnancy and/or exposure to STDs, sold under prescription order of a licensed professional.","Condoms with Prescription"
"txcd_32030003","physical","Male or female condoms used to prevent pregnancy or exposure to STDs, containing a spermicidal lubricant as indicated by a ""drug facts"" panel or a statement of active ingredients.","Condoms with Spermicide"
"txcd_32030004","physical","Male or female condoms and vaginal sponges used to prevent pregnancy and/or exposure to STDs, containing a spermicidal lubricant as indicated by a ""drug facts"" panel or a statement of active ingredients, sold under prescription order of a licensed professional.","Condoms with Spermicide with Prescription"
"txcd_32030005","physical","A topical preparation containing a spermicidal lubricant to prevent pregnancy as indicated by a ""drug facts"" panel or a statement of active ingredients.","Contraceptive Ointments"
"txcd_32030006","physical","Over-the-Counter emergency contraceptive pills act to prevent pregnancy after intercourse. The contraceptive contains a hormone that prevents ovulation, fertilization, or implantation of an embryo.","Birth Control - Over-the-Counter Oral Contraceptives"
"txcd_32030007","physical","Over-the-Counter emergency contraceptive pills act to prevent pregnancy after intercourse, sold under prescription order of a licensed professional. The contraceptive contains a hormone that prevents ovulation, fertilization, or implantation of an embryo.","Birth Control - Over-the-Counter Oral Contraceptives with Prescription"
"txcd_32030008","physical","Barrier based prescription only birth control methods, including the diaphragm and cervical cap that prevent the joining of the sperm and egg, available only under prescription order of a licensed professional.","Birth Control - Prescription non-Oral Contraceptives - Barriers"
"txcd_32030009","physical","Hormonal based birth control methods other than the oral pill, including intrauterine devices, injections, skin implants, transdermal patches, and vaginal rings that release a continuous dose of hormones to eliminate ovulation and prevent pregnancy, available only under prescription order of a licensed professional.","Birth Control - Prescription non-Oral Contraceptives - Hormonal"
"txcd_32030010","physical","An oral medication containing hormones effective in altering the menstrual cycle to eliminate ovulation and prevent pregnancy, available only under prescription order of a licensed professional. Other than preventing pregnancy, hormonal birth control can also be used to treat various conditions, such as Polycystic Ovary Syndrome, Endometriosis, Primary Ovarian Insufficiency, etc.","Birth Control - Prescription Oral Contraceptives"
"txcd_32040002","physical","Vaginal cleaning products include douches and wipes.","Feminine Cleansing Solutions"
"txcd_32040003","physical","Vaginal cleaning products include douches and wipes with medication such as an antiseptic, containing a ""drug facts"" panel or a statement of active ingredients.","Feminine Cleansing Solutions - Medicated"
"txcd_32040004","physical","Over-the-counter antifungal creams, ointments or suppositories to treat yeast infections, containing a ""drug facts"" panel or a statement of active ingredients.","Feminine Yeast Treatments"
"txcd_32040005","physical","Feminine hygiene product designed to absorb the menstrual flow.","Tampons/Pads/Sanitary Napkins/Liners"
"txcd_32050001","physical","Adult Disposable Diapers.","Adult Disposable Diapers"
"txcd_32050005","physical","Masks designed for one-time use to protect the wearer from contamination of breathable particles. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Disposable Face Masks"
"txcd_32050006","physical","Soaps, cleaning solutions, shampoo, toothpaste, mouthwash, antiperspirants, suntan lotions, etc.  Please select a more granular category as appropriate.","Grooming and Hygiene Products"
"txcd_32050007","physical","Soaps, cleaning solutions, shampoo, toothpaste, mouthwash, antiperspirants, suntan lotions, and sunscreens that contain medicinal ingredients as described on the product's label.  Please select a more granular category as appropriate.","Grooming and Hygiene Products - Medicated"
"txcd_32050009","physical","A liquid, gel, foam, or wipe generally used to decrease infectious agents on the hands. Alcohol-based versions typically contain some combination of isopropyl alcohol, ethanol (ethyl alcohol), or n-propanol. Alcohol-free products are generally based on disinfectants, or on antimicrobial agents. These products contain a ""drug facts"" panel or a statement of active ingredients. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Hand Sanitizers"
"txcd_32050012","physical","Topical medicated solutions for treating skin acne.  These products contain a ""drug facts"" panel or a statement of active ingredients.  This code is intended for sales directly to end consumers that are NOT healthcare providers.","Medicated Acne Treatments"
"txcd_32050013","physical","Lotions, moisturizers, creams, powders, sprays, etc that promote optimal skin health that do not contain a ""drug facts"" panel or a statement of active ingredients.","Skin Care Products"
"txcd_32050014","physical","Lotions, moisturizers, creams, powders, sprays, etc that promote optimal skin health and contain a ""drug facts"" panel or a statement of active ingredients.","Skin Care Products - Medicated"
"txcd_32050015","physical","Over-the-counter nicotine replacement products, including patches, gum, lozenges, sprays and inhalers that contain a ""drug facts"" panel or a statement of active ingredients.","Smoking Cessation Products"
"txcd_32050017","physical","Toilet tissue or paper primarily used for the removal of feces.","Toilet Tissue"
"txcd_32050018","physical","A small brush with a long handle, used for cleaning the teeth.","Toothbrush"
"txcd_32050019","physical","A thick, soft, moist substance used on a brush for cleaning one's teeth.","Toothpaste"
"txcd_32050020","physical","Baby oil is an inert (typically mineral) oil for the purpose of keeping skin soft and supple.  These products do not contain a ""drug facts"" panel or a statement of active ingredients.","Baby Oil"
"txcd_32050021","physical","Baby powder is an astringent powder used for preventing diaper rash, as a spray, and for other cosmetic uses. It may be composed of talcum (in which case it is also called talcum powder) or corn starch. These products do not contain a ""drug facts"" panel or a statement of active ingredients.","Baby Powder"
"txcd_32050022","physical","Breath spray is a product sprayed into the mouth and breath strips dissolve in the mouth for the purpose of eliminating halitosis. These products do not contain a ""drug facts"" panel or a statement of active ingredients.","Breath Spray/Dissolvable Strips"
"txcd_32050023","physical","Various surfactant preparations to improve cleaning, enhance the enjoyment of bathing, and serve as a vehicle for cosmetic agents. These products do not contain a ""drug facts"" panel or a statement of active ingredients.","Bubble Bath/Bath Salts,Oils,Crystals"
"txcd_32050024","physical","A hair care product typically applied and rinsed after shampooing that is used to improve the feel, appearance and manageability of hair. These products do not contain a ""drug facts"" panel or a statement of active ingredients.","Conditioner - Hair"
"txcd_32050025","physical","Articles intended to be rubbed, poured, sprinkled, or sprayed on, introduced into, or otherwise applied to the human body or any part thereof for beautifying, promoting attractiveness, or altering the appearance. This category supports only the following items: Acrylic fingernail glue, Acrylic fingernails, Artificial eyelashes, Blush, Bronzer, Body glitter, Concealer, Eyelash glue, Finger/toenail decorations, Finger/toenail polish, Nail polish remover, Hair coloring, Hair mousse/gel, Hair oil, Hair spray, Hair relaxer, Hair wave treatment, Hair wax, Lip gloss, Lip liner, Lipstick, Liquid foundation, Makeup, Mascara, Nail polish remover, Powder foundation, Cologne, Perfume.","Cosmetics - Beautifying"
"txcd_32050026","physical","A soft, strong, waxed or unwaxed thread for drawing between the teeth to remove food particles and prevent the buildup of plaque.","Dental Floss/Picks"
"txcd_32050027","physical","Denture adhesives are pastes, powders or adhesive pads that may be placed in/on dentures to help them stay in place. These products do not contain a ""drug facts"" panel or a statement of active ingredients.","Denture Creams/Adhesives"
"txcd_32050028","physical","Personal under-arm deodorants/antiperspirants containing natural ingredients and/or ingredients that are not considered drugs. These products do not contain a ""drug facts"" panel or a statement of active ingredients.","Deodorant - Natural or No Active Ingredients"
"txcd_32050029","physical","Personal under-arm deodorants/antiperspirants. These products do contain a ""drug facts"" panel or a statement of active ingredients, typically aluminum.","Deodorant/Antiperspirant"
"txcd_32050030","physical","Topical foams, creams, gels, etc. that prevent hair loss and promote hair regrowth. These products contain a ""drug facts"" panel or a statement of active ingredients.","Hair Loss Products"
"txcd_32050031","physical","Depilatories are cosmetic preparations used to remove hair from the skin. Chemical depilatories are available in gel, cream, lotion, aerosol, roll-on, and powder forms. These products do not contain a ""drug facts"" panel or a statement of active ingredients.","Hair Removal Products"
"txcd_32050032","physical","A skin protectorant for the lips. These products do not contain a ""drug facts"" panel or a statement of active ingredients.","Lip Balm"
"txcd_32050033","physical","A medicated skin protectorant for the lips. These products contain a ""drug facts"" panel or a statement of active ingredients.","Lip Balm - Medicated"
"txcd_32050034","physical","Cosmetic mouthwash may temporarily control bad breath and leave behind a pleasant taste, but has no chemical or biological application beyond their temporary benefit. These products do not contain a ""drug facts"" panel or a statement of active ingredients.","Mouthwash - Cosmetic"
"txcd_32050035","physical","Therapeutic mouthwash, having active ingredients (such as antiseptic, or flouride) intended to help control or reduce conditions like bad breath, gingivitis, plaque, and tooth decay. These products contain a ""drug facts"" panel or a statement of active ingredients.","Mouthwash - Therapeutic"
"txcd_32050036","physical","A hair care product for cleansing the hair/scalp. These products do not contain a ""drug facts"" panel or a statement of active ingredients.","Shampoo"
"txcd_32050037","physical","A hair care product for cleansing the hair/scalp, with anti-dandruff active ingredients. These products contain a ""drug facts"" panel or a statement of active ingredients.","Shampoo - Medicated"
"txcd_32050038","physical","A cosmetic foam or gel used for shaving preparation. The purpose of shaving cream is to soften the hair by providing lubrication.  These products do not contain a ""drug facts"" panel or a statement of active ingredients.","Shaving Creams"
